FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,Carbs,Calories,Fats,Fibre,Protein,Sugars
213,213,2,0,"Spices, dill weed, fresh","Épices, aneth, frais",1993-01-01,,2045.0,Anethum graveolens,7.02,43.0,1.12,2.1,3.46,
214,214,2,0,"Salt, table","Sel, table",1995-01-01,,2047.0,,0.0,0.0,0.0,0.0,0.0,0.0
215,215,2,0,"Spices, thyme, fresh","Épices, thym, frais",1995-01-01,,2049.0,Thymus vulgaris,24.45,101.0,1.68,14.0,5.56,
216,216,2,0,Vanilla extract,"Vanille, extrait",1995-01-01,,2050.0,,12.65,288.0,0.06,0.0,0.06,12.65
217,217,2,0,"Vanilla extract, imitation, with alcohol","Vanille, extrait, imitation, avec alcool",1995-01-01,,2051.0,,2.41,237.0,0.0,0.0,0.05,
218,218,2,0,"Vanilla extract, imitation, without alcohol","Vanille, extrait, imitation, sans alcool",1995-01-01,,2052.0,,14.4,56.0,0.0,0.0,0.03,14.4
219,219,20,20,"Grains, barley, malt extract, dried","Grains céréaliers, orge, malt, extrait, déshydraté",1981-01-01,,,,89.2,367.0,0.0,0.4,6.0,
232,232,3,38,"Babyfood, snack, biscuit, mixed grain","Aliments pour bébé, grignotises, biscuit, mélange de grains",2015-01-08,,,,74.52,380.0,9.33,7.7,7.51,19.19
283,283,3,38,"Babyfood, cereal, barley, with milk powder, dry","Bébé, céréale, orge, avec poudre de lait, sèche",2015-01-08,,,,73.75,384.0,5.7,10.8,12.73,33.2
285,285,3,38,"Babyfood, cereal, mixed grain, dry","Bébé, céréale, mélange de grains, sèche",2015-01-08,,,,73.41,396.0,6.28,9.3,12.54,31.28
286,286,3,38,"Babyfood, cereal, mixed grain, prepared with formula or breast milk","Bébé, céréale, mélange de grains, préparée avec préparation pour nourrissons ou lait maternel",2015-01-08,,,,27.74,167.0,4.22,2.9,4.89,
287,287,3,38,"Babyfood, cereal, mixed grain, with milk powder and fruit, dry","Bébé, céréale, mélange de grains, avec poudre de lait et fruits, sèche",2015-01-08,,,,70.27,395.0,7.7,8.5,14.98,32.51
291,291,3,38,"Babyfood, cereal, oat, dry","Bébé, céréale, avoine, sèche",2015-01-08,,,,72.58,403.0,7.5,11.6,11.88,28.92
293,293,3,38,"Babyfood, cereal, rice, with milk powder and fruit, dry","Bébé, céréale, riz, avec poudre de lait et fruits, sèche",2015-01-08,,,,71.83,404.0,9.75,3.5,12.86,29.08
394,394,3,38,"Babyfood, cereal, rice, dry","Bébé, céréale, riz, sèche",2015-01-08,,,,84.98,400.0,2.5,3.9,7.64,20.87
414,414,4,0,"Animal fat, beef tallow","Gras animal, suif de boeuf (gras de boeuf)",1981-01-01,,4001.0,,0.0,902.0,100.0,0.0,0.0,0.0
415,415,4,0,"Sandwich spread, with chopped pickle, regular, unspecified oil","Tartinade pour sandwich, avec cornichons hachés, ordinaire, huile non spécifiée",1981-01-01,,4030.0,,22.4,389.0,34.0,0.4,0.9,15.18
416,416,4,0,"Vegetable oil, rice bran","Huile végétale, son de riz",1981-01-01,,4037.0,,0.0,885.0,100.0,0.0,0.0,0.0
417,417,4,0,"Vegetable oil, wheat germ","Huile végétale, germe de blé",1981-01-01,,4038.0,,0.0,885.0,100.0,0.0,0.0,0.0
418,418,4,0,"Vegetable oil, peanut","Huile végétale, arachide",1981-01-01,,4042.0,,0.0,885.0,100.0,0.0,0.0,0.0
419,419,4,0,"Vegetable oil, soybean","Huile végétale, soya",1981-01-01,,4044.0,,0.0,885.0,100.0,0.0,0.0,0.0
420,420,4,0,"Vegetable oil, coconut","Huile végétale, noix de coco",1993-01-01,,4047.0,,0.0,863.0,100.0,0.0,0.0,0.0
422,422,4,0,"Vegetable oil, olive","Huile végétale, olive",1981-01-01,,4053.0,,0.0,885.0,100.0,0.0,0.0,0.0
423,423,4,0,"Vegetable oil, palm","Huile végétale, palme",1981-01-01,,4055.0,,0.0,885.0,100.0,0.0,0.0,0.0
424,424,4,0,"Vegetable oil, sesame","Huile végétale, sésame",1981-01-01,,4058.0,,0.0,885.0,100.0,0.0,0.0,0.0
426,426,4,0,"Salad dressing, french, homemade, unspecified oil","Vinaigrette, française, faite maison, huile non spécifiée",1981-01-01,,4133.0,,3.4,631.0,70.2,0.0,0.1,
428,428,4,0,"Salad dressing, oil and vinegar, homemade","Vinaigrette, huile et vinaigre, faite maison",1981-01-01,,4135.0,,2.5,449.0,50.1,0.0,0.0,2.5
429,429,4,0,"Vegetable oil, cocoa butter","Huile végétale, beurre de cacao",1981-01-01,,4501.0,,0.0,885.0,100.0,0.0,0.0,0.0
430,430,4,0,"Vegetable oil, cottonseed","Huile végétale, graine de coton",1981-01-01,,4502.0,,0.0,885.0,100.0,0.0,0.0,0.0
432,432,4,0,"Vegetable oil, safflower, linoleic (70% and over)","Huile végétale, carthame, acide linoléique (70% et plus)",1981-01-01,,4510.0,,0.0,885.0,100.0,0.0,0.0,0.0
433,433,4,0,"Vegetable oil, safflower, oleic (70% and over)","Huile végétale, carthame, acide oléique (70% et plus)",1981-01-01,,4511.0,,0.0,885.0,100.0,0.0,0.0,0.0
434,434,4,0,"Vegetable oil, palm kernel","Huile végétale, palmiste",1993-01-01,,4513.0,,0.0,863.0,100.0,0.0,0.0,0.0
435,435,4,0,"Vegetable oil, poppyseed","Huile végétale, graines de pavot",1981-01-01,,4514.0,,0.0,885.0,100.0,0.0,0.0,0.0
436,436,4,0,"Vegetable oil, grapeseed","Huile végétale, pépins de raisin",1990-01-01,,4517.0,,0.0,885.0,100.0,0.0,0.0,0.0
437,437,4,0,"Vegetable oil, corn","Huile végétale, maïs",1981-01-01,,4518.0,,0.0,900.0,100.0,0.0,0.0,0.0
438,438,4,0,"Animal fat, mutton tallow","Gras animal, suif de mouton (gras de mouton)",1981-01-01,,4520.0,,0.0,902.0,100.0,0.0,0.0,0.0
439,439,4,0,"Vegetable oil, walnut","Huile végétale, noix",1981-01-01,,4528.0,,0.0,885.0,100.0,0.0,0.0,0.0
440,440,4,0,"Vegetable oil, almond","Huile végétale, amande",1981-01-01,,4529.0,,0.0,885.0,100.0,0.0,0.0,0.0
441,441,4,0,"Vegetable oil, apricot kernel","Huile végétale, noyaux d'abricots",1981-01-01,,4530.0,,0.0,885.0,100.0,0.0,0.0,0.0
442,442,4,0,"Vegetable oil, soybean lecithin","Huile végétale, lécithine de soya",1993-01-01,,4531.0,,0.0,763.0,100.0,0.0,0.0,0.0
443,443,4,0,"Vegetable oil, hazelnut","Huile végétale, noisette",1981-01-01,,4532.0,,0.0,885.0,100.0,0.0,0.0,0.0
444,444,4,0,"Vegetable oil, babassu","Huile végétale, babassu",1981-01-01,,4534.0,,0.0,885.0,100.0,0.0,0.0,0.0
445,445,4,0,"Animal fat, chicken","Gras animal, poulet",1981-01-01,,4542.0,,0.0,901.0,99.8,0.0,0.0,0.0
446,446,4,0,"Shortening, household, soybean (hydrogenated) and palm","Shortening, domestique, huile de soya (hydrogénée) et palme",1995-01-01,,4559.0,,0.0,885.0,100.0,0.0,0.0,0.0
447,447,4,0,"Animal fat, duck","Gras animal, canard",1981-01-01,,4574.0,,0.0,883.0,99.8,0.0,0.0,0.0
448,448,4,0,"Animal fat, turkey","Gras animal, dinde",1981-01-01,,4575.0,,0.0,901.0,99.8,0.0,0.0,0.0
449,449,4,0,"Animal fat, goose","Gras animal, oie",1981-01-01,,4576.0,,0.0,901.0,99.8,0.0,0.0,0.0
450,450,4,0,"Vegetable oil, avocado","Huile végétale, avocat",1989-01-01,,4581.0,,0.0,885.0,100.0,0.0,0.0,0.0
451,451,4,0,"Vegetable oil, canola","Huile végétale, canola (colza)",1989-01-01,,4582.0,,0.0,885.0,100.0,0.0,0.0,0.0
452,452,4,0,"Vegetable oil, mustard","Huile végétale, moutarde",1989-01-01,,4583.0,,0.0,885.0,100.0,0.0,0.0,0.0
453,453,4,0,"Vegetable oil, sunflower, oleic (70% and over)","Huile végétale, tournesol, acide oléique (70% et plus)",1990-01-01,,4584.0,,0.0,885.0,100.0,0.0,0.0,0.0
454,454,4,0,"Shortening, special purpose, cake and icing (frosting)","Shortening, usagé déterminé, gâteau et glaçage",1995-01-01,,4586.0,,0.0,885.0,100.0,0.0,0.0,0.0
455,455,4,0,"Shortening, special purpose, baking","Shortening, usage déterminé, cuisson",1995-01-01,,4587.0,,0.0,885.0,100.0,0.0,0.0,0.0
456,456,4,0,"Vegetable oil, oat","Huile végétale, avoine",1995-01-01,,4588.0,,0.0,885.0,100.0,0.0,0.0,0.0
457,457,4,0,"Fish oil, cod liver","Huile de poisson, foie de morue",1993-01-01,,4589.0,,0.0,902.0,100.0,0.0,0.0,0.0
458,458,4,0,"Fish oil, herring","Huile de poisson, hareng",1993-01-01,,4590.0,,0.0,902.0,100.0,0.0,0.0,0.0
459,459,4,0,"Fish oil, menhaden","Huile de poisson, menhaden",1993-01-01,,4591.0,,0.0,902.0,100.0,0.0,0.0,0.0
460,460,4,0,"Fish oil, menhaden, fully hydrogenated","Huile de poisson, menhaden, entièrement hydrogénée",1993-01-01,,4592.0,,0.0,902.0,100.0,0.0,0.0,0.0
461,461,4,0,"Fish oil, salmon","Huile de poisson, saumon",1993-01-01,,4593.0,,0.0,902.0,100.0,0.0,0.0,0.0
462,462,4,0,"Fish oil, sardine","Huile de poisson, sardine",1993-01-01,,4594.0,,0.0,902.0,100.0,0.0,0.0,0.0
463,463,4,0,"Shortening, multipurpose, hydrogenated soybean and palm","Shortening, tout usage, soya et palme hydrogéné",1993-01-01,,4595.0,,0.0,885.0,100.0,0.0,0.0,0.0
464,464,4,3,"Animal fat, lard (pork)","Gras animal, saindoux (porc)",1981-01-01,,4002.0,,0.0,902.0,100.0,0.0,0.0,0.0
523,523,4,23,"Shortening, industrial, for frying (liquid), soybean","Shortening, industriel, friture (liquide), soya",1983-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
524,524,4,0,"Salad dressing, russian, commercial, regular","Vinaigrette, russe, commerciale, régulière",1981-01-01,,4015.0,,31.9,355.0,26.18,0.7,0.69,17.68
525,525,4,0,"Salad dressing, russian, commercial, low calorie","Vinaigrette, russe, commerciale, hypocalorique",1981-01-01,,4022.0,,27.6,142.0,4.0,0.3,0.5,21.87
526,526,4,0,"Salad dressing, thousand island, commercial, regular","Vinaigrette, mille îles, commerciale, régulière",1981-01-01,,4017.0,,14.64,379.0,35.06,0.8,1.09,15.18
527,527,4,0,"Salad dressing, mayonnaise type, commercial, regular","Vinaigrette, type mayonnaise, commerciale, régulière",1981-01-01,,4018.0,,14.78,250.0,21.6,0.0,0.65,10.02
528,528,4,0,"Salad dressing, french, commercial, low calorie","Vinaigrette, française, commerciale, hypocalorique",1981-01-01,,4020.0,,31.22,222.0,11.52,1.5,0.58,16.86
529,529,4,0,"Salad dressing, italian, commercial, low Calorie","Vinaigrette, italienne, commerciale, hypocalorique",1981-01-01,,4021.0,,9.99,102.0,6.68,0.0,0.39,9.16
530,530,4,0,"Salad dressing, thousand island, commercial, low calorie","Vinaigrette, commerciale, mille Îles, hypocalorique",1981-01-01,,4023.0,,24.06,195.0,11.32,1.2,0.83,17.31
531,531,4,0,"Salad dressing, mayonnaise, commercial, regular","Vinaigrette, mayonnaise, commerciale, régulière",1985-01-01,,4025.0,,0.57,680.0,74.85,0.0,0.96,0.57
532,532,4,0,"Salad dressing, italian, commercial, regular","Vinaigrette, italienne, commerciale, régulière",1981-01-01,,4114.0,,12.12,240.0,21.12,0.0,0.41,10.77
533,533,4,0,"Salad dressing, french, commercial, regular","Vinaigrette, française, commerciale, régulière",1981-01-01,,4120.0,,15.58,457.0,44.81,0.0,0.77,15.95
534,534,4,0,"Salad dressing, blue or roquefort cheese, commercial, regular","Vinaigrette, fromage bleu ou roquefort, commerciale, régulière",1981-01-01,,4539.0,,4.77,484.0,51.1,0.4,1.37,3.48
535,535,4,28,"Animal fat, native, seal oil","Gras animal,  autochtone, huile de phoque",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
539,539,4,23,"Shortening, household, unspecified vegetable and animal oils","Shortening, domestique, huiles végétales et animales non précisées",1991-01-01,,4615.0,,0.0,884.0,100.0,0.0,0.0,0.0
540,540,4,23,"Shortening, industrial, for frying (liquid), canola","Shortening, industriel, friture (liquide), canola",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
541,541,4,23,"Shortening, industrial, for frying (solid), canola","Shortening, industriel, friture (solide), canola",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
542,542,4,23,"Shortening, industrial, for frying (solid), soybean","Shortening, industriel, friture (solide), soya",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
543,543,4,23,"Shortening, industrial, for baking (cake), canola","Shortening, industriel, pour cuisson (gâteau), canola",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
544,544,4,23,"Shortening, industrial, for baking (cake), soybean","Shortening, industriel, pour cuisson (gâteau), soya",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
545,545,4,23,"Shortening, industrial, for baking (pastry), canola","Shortening, industriel, pour cuisson (pâtisserie), canola",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
546,546,4,23,"Shortening, industrial, for baking (pastry), soybean","Shortening, industriel, pour cuisson (pâtisserie), soya",1981-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
547,547,4,23,"Shortening, industrial, all purpose, soy and palm","Shortening, industriel, tout usage, soya et palme",1983-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
548,548,4,23,"Shortening, industrial, all purpose, canola and palm","Shortening, industriel, tout usage, canola et palme",1983-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
550,550,4,23,"Spread, 20% butter / 80% canola oil","Tartinade, mélange, 20% beurre / 80% canola oil",1991-01-01,,,,0.01,851.0,96.22,0.0,0.17,0.01
552,552,4,23,"Shortening, household, unspecified vegetable oil","Shortening, domestique, huile végétale non précisée",1991-01-01,,,,0.0,884.0,100.0,0.0,0.0,0.0
555,555,5,0,"Chicken, broiler, meat, skin, giblets and neck, raw","Poulet à griller, viande, peau, abats et cou, cru",1981-01-01,,5001.0,Gallus gallus,0.13,213.0,14.83,0.0,18.33,0.0
556,556,5,0,"Chicken, broiler, meat, skin, giblets and neck, batter dipped, fried","Poulet à griller, viande, peau, abats et cou, pâte à frire, frits",1981-01-01,,5002.0,,9.03,291.0,17.53,0.0,22.84,
557,557,5,0,"Chicken, broiler, meat, skin, giblets and neck, flour coated, fried","Poulet à griller, viande, peau, abats et cou, enfarinés, frits",1981-01-01,,5003.0,,3.27,272.0,15.27,0.0,28.57,
558,558,5,0,"Chicken, broiler, meat, skin, giblets and neck, roasted","Poulet à griller, viande, peau, abats et cou, rôtis",1981-01-01,,5004.0,,0.06,234.0,13.27,0.0,26.78,0.0
559,559,5,0,"Chicken, broiler, meat, skin, giblets and neck, stewed","Poulet à griller, viande, peau, abats et cou, à l'étuvée",1981-01-01,,5005.0,,0.06,216.0,12.37,0.0,24.49,0.0
560,560,5,0,"Chicken, broiler, meat and skin, raw","Poulet à griller, viande et peau, crues",1981-01-01,,5006.0,Gallus gallus,0.0,215.0,15.06,0.0,18.6,0.0
561,561,5,0,"Chicken, broiler, meat and skin, batter dipped, fried","Poulet à griller, viande et peau, pâte à frire frites",1981-01-01,,5007.0,,9.42,289.0,17.35,0.3,22.54,0.0
562,562,5,0,"Chicken, broiler, meat and skin, flour coated, fried","Poulet à griller, viande et peau, enfarinées, frites",1981-01-01,,5008.0,,3.15,269.0,14.92,0.1,28.56,0.0
563,563,5,0,"Chicken, broiler, meat and skin, roasted","Poulet à griller, viande et peau, rôti",1981-01-01,,5009.0,,0.0,239.0,13.6,0.0,27.3,0.0
564,564,5,0,"Chicken, broiler, meat and skin, stewed","Poulet à griller, viande et peau, à l'étuvée",1981-01-01,,5010.0,,0.0,219.0,12.56,0.0,24.68,0.0
565,565,5,0,"Chicken, broiler, meat only, raw","Poulet à griller, viande seulement, cru",1981-01-01,,5011.0,Gallus gallus,0.0,119.0,3.08,0.0,21.39,0.0
566,566,5,0,"Chicken, broiler, meat only, fried","Poulet à griller, viande seulement, frite",1981-01-01,,5012.0,,1.69,219.0,9.12,0.1,30.57,0.0
567,567,5,0,"Chicken, broiler, meat only, roasted","Poulet à griller, viande seulement, rôti",1981-01-01,,5013.0,,0.0,190.0,7.41,0.0,28.93,0.0
568,568,5,0,"Chicken, broiler, meat only, stewed","Poulet à griller, viande seulement, à l'étuvée",1981-01-01,,5014.0,,0.0,177.0,6.71,0.0,27.29,0.0
569,569,5,0,"Chicken, broiler, skin only, batter dipped, fried","Poulet à griller, peau seulement, pâte à frire, frit",1981-01-01,,5016.0,,23.15,394.0,28.83,0.0,10.32,0.0
570,570,5,0,"Chicken, broiler, skin only, flour coated, fried","Poulet à griller, peau seulement, enfariné, frit",1981-01-01,,5017.0,,9.34,502.0,42.58,0.0,19.09,
571,571,5,0,"Chicken, broiler, giblets, raw","Poulet à griller, abats, cru",1981-01-01,,5020.0,Gallus gallus,1.8,124.0,4.47,0.0,17.88,0.0
572,572,5,0,"Chicken, broiler, giblets, flour coated, fried","Poulet à griller, abats, enfariné, frit",1981-01-01,,5021.0,,4.35,277.0,13.46,0.0,32.54,
573,573,5,0,"Chicken, broiler, giblets, simmered","Poulet à griller, abats, mijoté",1981-01-01,,5022.0,,0.0,157.0,4.5,0.0,27.15,0.0
574,574,5,0,"Chicken, broiler, gizzard, raw","Poulet à griller, gésier, cru",1981-01-01,,5023.0,Gallus gallus,0.0,94.0,2.06,0.0,17.66,0.0
575,575,5,0,"Chicken, broiler, gizzard, simmered","Poulet à griller, gésier, mijoté",1981-01-01,,5024.0,,0.0,154.0,2.68,0.0,30.39,0.0
576,576,5,0,"Chicken, broiler, heart, raw","Poulet à griller, coeur, cru",1981-01-01,,5025.0,Gallus gallus,0.71,153.0,9.33,0.0,15.55,0.0
577,577,5,0,"Chicken, broiler, heart, simmered","Poulet à griller, coeur, mijoté",1981-01-01,,5026.0,,0.1,185.0,7.92,0.0,26.41,0.0
578,578,5,0,"Chicken, broiler, liver, raw","Poulet à griller, foie, cru",1981-01-01,,5027.0,Gallus gallus,0.73,119.0,4.83,0.0,16.92,0.0
579,579,5,0,"Chicken, broiler, liver, simmered","Poulet à griller, foie, mijoté",1981-01-01,,5028.0,,0.87,167.0,6.51,0.0,24.46,0.0
580,580,5,0,"Chicken, broiler, light meat and skin, raw","Poulet à griller, viande blanche et peau, cru",1981-01-01,,5029.0,Gallus gallus,0.0,186.0,11.07,0.0,20.27,0.0
581,581,5,0,"Chicken, broiler, light meat and skin, batter dipped, fried","Poulet à griller, viande blanche et peau, pâte à frire, frit",1981-01-01,,5030.0,,9.5,277.0,15.44,0.1,23.55,
582,582,5,0,"Chicken, broiler, light meat and skin, flour coated, fried","Poulet à griller, viande blanche et peau, enfarinées, frit",1981-01-01,,5031.0,,1.82,246.0,12.09,0.1,30.45,0.0
583,583,5,0,"Chicken, broiler, light meat and skin, roasted","Poulet à griller, viande blanche et peau, rôti",1981-01-01,,5032.0,,0.0,222.0,10.85,0.0,29.02,0.0
584,584,5,0,"Chicken, broiler, light meat and skin, stewed","Poulet à griller, viande blanche et peau,  à l'étuvée",1981-01-01,,5033.0,,0.0,201.0,9.97,0.0,26.14,0.0
585,585,5,0,"Chicken, broiler, dark meat and skin, raw","Poulet à griller, viande brune et peau, cru",1981-01-01,,5034.0,Gallus gallus,0.0,237.0,18.34,0.0,16.69,0.0
586,586,5,0,"Chicken, broiler, dark meat and skin, batter dipped, fried","Poulet à griller, viande brune et peau, pâte à frire, frit",1981-01-01,,5035.0,,9.38,298.0,18.64,0.0,21.85,
587,587,5,0,"Chicken, broiler, dark meat and skin, flour coated, fried","Poulet à griller, viande brune et peau, enfarinées, frit",1981-01-01,,5036.0,,4.08,285.0,16.91,0.0,27.22,0.0
588,588,5,0,"Chicken, broiler, dark meat and skin, roasted","Poulet à griller, viande brune et peau, rôties",1981-01-01,,5037.0,,0.0,253.0,15.78,0.0,25.97,0.0
589,589,5,0,"Chicken, broiler, dark meat and skin, stewed","Poulet à griller, viande brune et peau, à l'étuvée",1981-01-01,,5038.0,,0.0,233.0,14.66,0.0,23.5,0.0
590,590,5,0,"Chicken, broiler, light meat, raw","Poulet à griller, viande blanche, crue",1981-01-01,,5039.0,Gallus gallus,0.0,114.0,1.65,0.0,23.2,0.0
591,591,5,0,"Chicken, broiler, light meat, fried","Poulet à griller, viande blanche, frite",1981-01-01,,5040.0,,0.42,192.0,5.54,0.0,32.82,0.0
592,592,5,0,"Chicken, broiler, light meat, roasted","Poulet à griller, viande blanche, rôtie",1981-01-01,,5041.0,,0.0,173.0,4.51,0.0,30.91,0.0
593,593,5,0,"Chicken, broiler, light meat, stewed","Poulet à griller, viande blanche,  à l'étuvée",1981-01-01,,5042.0,,0.0,159.0,3.99,0.0,28.88,0.0
594,594,5,0,"Chicken, broiler, dark meat, raw","Poulet à griller, viande brune, crue",1981-01-01,,5043.0,Gallus gallus,0.0,125.0,4.31,0.0,20.08,0.0
595,595,5,0,"Chicken, broiler, dark meat, fried","Poulet à griller, viande brune, frite",1981-01-01,,5044.0,,2.59,239.0,11.62,0.0,28.99,0.0
596,596,5,0,"Chicken, broiler, dark meat, roasted","Poulet à griller, viande brune, rôtie",1981-01-01,,5045.0,,0.0,205.0,9.73,0.0,27.37,0.0
597,597,5,0,"Chicken, broiler, dark meat, stewed","Poulet à griller, viande brune, à l'étuvée",1981-01-01,,5046.0,,0.0,192.0,8.98,0.0,25.97,0.0
598,598,5,0,"Chicken, broiler, back, meat and skin, batter dipped, fried","Poulet à griller, dos, viande et peau, pâte à frire, frit",1981-01-01,,5049.0,,10.25,331.0,21.91,0.3,21.97,
599,599,5,0,"Chicken, broiler, back, meat and skin, flour coated, fried","Poulet à griller, dos, viande et peau, enfarinées, frit",1981-01-01,,5050.0,,6.5,331.0,20.74,0.2,27.79,
600,600,5,0,"Chicken, broiler, back, meat, fried","Poulet à griller, dos, viande, frit",1981-01-01,,5054.0,,5.68,288.0,15.32,0.0,29.99,0.0
601,601,5,0,"Chicken, broiler, breast, meat and skin, batter dipped, fried","Poulet à griller, poitrine, viande et peau, pâte à frire, frit",1981-01-01,,5058.0,,8.99,260.0,13.2,0.3,24.84,0.0
602,602,5,0,"Chicken, broiler, breast, meat and skin, flour coated, fried","Poulet à griller, poitrine, viande et peau, enfariné, frit",1981-01-01,,5059.0,,1.64,222.0,8.87,0.1,31.84,
603,603,5,0,"Chicken, broiler, breast, meat, fried","Poulet à griller, poitrine, viande, frit",1981-01-01,,5063.0,,0.51,187.0,4.71,0.0,33.44,0.0
604,604,5,0,"Chicken, broiler, drumstick, meat and skin, batter dipped, fried","Poulet à griller, pilon, viande et peau, pâte à frire, frit",1981-01-01,,5067.0,,8.28,268.0,15.75,0.3,21.95,
605,605,5,0,"Chicken, broiler, drumstick, meat and skin, flour coated, fried","Poulet à griller, pilon, viande et peau, enfarinées, frit",1981-01-01,,5068.0,,1.63,245.0,13.72,0.1,26.96,
606,606,5,0,"Chicken, broiler, drumstick, meat, fried","Poulet à griller, pilon, viande, frit",1981-01-01,,5072.0,,0.0,195.0,8.08,0.0,28.62,0.0
607,607,5,0,"Chicken, broiler, leg, meat and skin, raw","Poulet à griller, cuisse, viande et peau, cru",1981-01-01,,5075.0,Gallus gallus,0.0,214.0,15.95,0.0,16.37,0.0
608,608,5,0,"Chicken, broiler, leg, meat and skin, batter dipped, fried","Poulet à griller, cuisse, viande et peau, pâte à frire, frit",1981-01-01,,5076.0,,8.72,273.0,16.17,0.3,21.77,
609,609,5,0,"Chicken, broiler, leg, meat and skin, flour coated, fried","Poulet à griller, cuisse, viande et peau, enfariné, frit",1981-01-01,,5077.0,,2.5,254.0,14.43,0.1,26.84,
610,610,5,0,"Chicken, broiler, leg, meat and skin, roasted","Poulet à griller, cuisse, viande et peau, rôti",1981-01-01,,5078.0,,0.0,184.0,8.99,0.0,24.03,0.0
611,611,5,0,"Chicken, broiler, leg, meat and skin, stewed","Poulet à griller, cuisse, viande et peau, à l'étuvée",1981-01-01,,5079.0,,0.0,220.0,12.92,0.0,24.17,0.0
612,612,5,0,"Chicken, broiler, leg, meat, raw","Poulet à griller, cuisse, viande, cru",1981-01-01,,5080.0,,0.0,120.0,4.22,0.0,19.16,0.0
613,613,5,0,"Chicken, broiler, leg, meat, fried","Poulet à griller, cuisse, viande, frit",1981-01-01,,5081.0,,0.65,208.0,9.32,0.0,28.38,0.0
614,614,5,0,"Chicken, broiler, leg, meat, roasted","Poulet à griller, cuisse, viande, rôti",1981-01-01,,5082.0,,0.0,174.0,7.8,0.0,24.22,0.0
615,615,5,0,"Chicken, broiler, leg, meat, stewed","Poulet à griller, cuisse, viande, à l'étuvée",1981-01-01,,5083.0,,0.0,185.0,8.06,0.0,26.26,0.0
616,616,5,0,"Chicken, broiler, neck, meat and skin, raw","Poulet à griller, cou, viande et peau, cru",1981-01-01,,5084.0,Gallus gallus,0.0,297.0,26.24,0.0,14.07,0.0
